No,Institution_name,Item_desp,Supplier_name,Service_desp,Unit_price,Quantity,UOM,Date_order,Order_amount,Date_payments,Payments,pay_num,order_num
24282,Defence,PPE015 Non-sterile examination gloves,E Tech (Eddy Technical Services),0,360,2 500,Box of 100,8/1/2020,R0.00,14/09/2020,R0,0,0
24293,Western Cape - Health,Electronics,TECHRIS CC,0,"23,790.58",1,0,7/12/2021,"R23,790.58",30/09/2021,"R23,791",23791,23790.58
24294,Western Cape - Health,Human resources-services,COMET RSA,0,224.25,12,0,7/12/2021,"R2,691.00",23/09/2021,"R2,691",2691,2691
24299,Western Cape - Health,Other,TOP N NOS,CLEANING,"20,815.00",1,0,7/12/2021,"R20,815.00",16/07/2021,"R20,815",20815,20815
24300,Western Cape - Health,Other,TOP N NOS,CLEANING,"22,425.00",1,0,7/12/2021,"R22,425.00",26/08/2021,"R22,425",22425,22425
24301,Western Cape - Health,Other,TOP N NOS,CLEANING,"22,425.00",1,0,7/12/2021,"R22,425.00",30/09/2021,"R22,425",22425,22425
24302,Western Cape - Health,Other,SUNDRY PAYMENTS,MEDICAL LAB NHLS,0,0,0,7/12/2021,"R31,645,421.93",7/12/2021,"R31,645,422",31645422,31645421.93
24303,Health,PPE000 Other PPEs,AFRICAN OXYGEN,10.2KG OXYGEN REFILL (22),0,0,0,7/12/2021,"R9,932.78",20/07/2021,"R9,933",9933,9932.78
24304,Health,PPE000 Other PPEs,AFRICAN OXYGEN,"MEDICAL OXYGEN REFILL 4,6KG 1,84KG 0,94KG",0,0,0,7/12/2021,"R5,146.32",20/07/2021,"R2,573",2573,5146.32
24305,Health,PPE000 Other PPEs,NETCARE,PAYMENT FOR SERVICES RENDERED FOR MR.E MACHENGUA,0,0,0,7/12/2021,"R132,021.05",26/07/2021,"R132,021",132021,132021.05
24350,Defence,PPE015 Non-sterile examination gloves,Nickiwe Trading & Projects,0,12.98,60 000,Each,7/11/2020,R0.00,29/07/2020,R0,0,0
24360,Health,PPE000 Other PPEs,NETCARE,PAYMENT FOR SERVICE RENDERED FOR MR B SELEMELA,0,0,0,7/10/2021,"R99,881.94",26/07/2021,"R99,882",99882,99881.94
24361,Health,PPE000 Other PPEs,NETCARE,PAYMENT FOR SERVICES RENDERED FOR MR M.PHALATSI CASE NO:1012603464,0,0,0,7/10/2021,"R54,428.86",8/2/2021,"R54,429",54429,54428.86
24366,Gauteng - Health,Gown surgical sterile non-woven xl blue,LOGAN MEDICAL AND SURGICAL,0,20,25000,Each,7/10/2020,"R500,000.00",,R0,0,500000
24367,Gauteng - Infrastructure Development,Infrastructure,Advanced  Plasma Engineering,Supply and Installation of O2 and LP medical air at Chris Hani Baragwanath Academic Hospital,0,0,Other UOM,7/10/2020,"R3,965,000.00",,R0,0,3965000
24368,Gauteng - Infrastructure Development,Infrastructure,Advanced  Plasma Engineering,Supply and Installation of O2 and LP medical air at Chris Hani Baragwanath Academic Hospital,0,0,Other UOM,7/10/2020,"R7,930,000.00",1/7/2021,"R6,575,872",6575872,7930000
24369,Gauteng - Health,Mask face 3ply loops with tie disposable,FAMATA,0,24.95,500000,Each,7/10/2020,"R12,475,000.00",8/3/2020,R0,0,12475000
24370,Gauteng - Health,Mask face 3ply loops with tie disposable,CHAGGA CONSULTANTS,0,23.5,500000,Each,7/10/2020,"R11,750,000.00",24/07/2020,"R11,750,000",11750000,11750000
24386,Public Works,Other,Tshidime Trading,Supply and delivery of hiring of Mobile Toilets and Sanitary Bins,"89,700.00",20 Portable Toilets and 20 Sanitary Bins,Other UOM,7/10/2020,"R89,700.00",,R0,0,89700
24389,Western Cape - Health,Other,STELMED,Asset,"36,521.61",13,EA,7/10/2020,"R474,780.93",21/10/2020,"R474,781",474781,474780.93
24390,Western Cape - Health,Other,COMPASS MEDICAL WASTE SERVICES,"DISPOSAL , COLLECTION, WASTE, TREATMENT OF COVID 19-HEALTHCARE RISK","1,109.53",6,0,7/10/2020,"R6,657.15",26/08/2021,"R6,657",6657,6657.15
24391,Western Cape - Health,Other,COMPASS MEDICAL WASTE SERVICES,"DISPOSAL , COLLECTION, WASTE, TREATMENT OF COVID 19-HEALTHCARE RISK",443.81,7,0,7/10/2020,"R3,106.67",26/08/2021,"R3,107",3107,3106.67
24392,Western Cape - Health,Other,COMPASS MEDICAL WASTE SERVICES,"DISPOSAL , MEDICAL WASTE",25.43,67,0,7/10/2020,R0.00,14/04/2021,"R1,704",1704,0
24393,Western Cape - Health,Other,CONTAINERS 4 LESS,Hiring Service,"1,840.00",1,EA,7/10/2020,"R1,840.00",14/10/2020,"R1,840",1840,1840
24399,Western Cape - Health,PPE000 Other PPEs,COMPASS MEDICAL WASTE SERVICES,"DISPOSAL , COLLECTION, WASTE, TREATMENT OF COVID 19-HEALTHCARE RISK",443.81,4,0,7/10/2020,"R1,775.24",30/07/2021,"R1,775",1775,1775.24
24400,Western Cape - Health,PPE000 Other PPEs,COMPASS MEDICAL WASTE SERVICES,"DISPOSAL , COLLECTION, WASTE, TREATMENT OF COVID 19-HEALTHCARE RISK",443.81,6,0,7/10/2020,"R2,662.86",30/07/2021,"R2,663",2663,2662.86
24401,Defence,PPE001 Surgical masks for patients,Hands To Hands Projects (Pty) Ltd,0,12.95,60 000,Each,7/10/2020,R0.00,19/08/2020,R0,0,0
24402,Defence,PPE001 Surgical masks for patients,Lady Katisi Supply & Construction,0,12.6,60 000,Each,7/10/2020,R0.00,19/08/2020,R0,0,0
24415,Defence,PPE015 Non-sterile examination gloves,Phalama Investment,0,297.9,2 500,Box of 100,7/10/2020,R0.00,3/8/2020,R0,0,0
24419,Mpumalanga - Health,PPE016 Sterile examination or surgical gloves,NALA MEDICAL SUPPLIERS,0,310.5,510,Other UOM,7/10/2020,"R465,750.00",14/08/2020,"R158,355",158355,465750
24420,Mpumalanga - Health,PPE016 Sterile examination or surgical gloves,NALA MEDICAL SUPPLIERS,0,310.5,990,50 Pairs,7/10/2020,"R465,750.00",8/7/2020,"R307,395",307395,465750
24422,Western Cape - Health,PPE019 Surface sanitisers and disinfectants,LUTAK CONSULTING,0,90,30,0,7/10/2020,"R2,700.00",17/12/2020,"R2,700",2700,2700
24425,Mpumalanga - Health,PPE020 Hand sanitisers and disinfectants,Barrs Pharmaceuticals Industries,0,184.22,228,5 Litre,7/10/2020,"R62,371.45",23/12/2020,"R42,002",42002,62371.45
24426,Mpumalanga - Health,PPE020 Hand sanitisers and disinfectants,BIOTECH LAB0RATORIES,0,49.99,6441,500ml,7/10/2020,"R1,599,696.00",2/8/2020,"R321,514",321514,1599696
24439,Eastern Cape - South African Social Security Agency,PPE021 Sanitising of buildings,Vibe Dot Projects,0,0,0,per m2,7/10/2020,"R14,600.00",8/12/2020,"R14,600",14600,14600
24440,Eastern Cape - South African Social Security Agency,PPE021 Sanitising of buildings,Ziphozihle Security And Cleaning Service,0,0,0,per m2,7/10/2020,"R13,104.00",8/12/2020,"R13,104",13104,13104
24453,Western Cape - Health,Human resources-services,SUNDRY PAYMENTS,0,0,0,0,7/9/2021,"R6,715.12",7/9/2021,"R6,715",6715,6715.12
24456,Mpumalanga - Health,Other,DANA AGENCY,ACCOMMODATION,"4,960.00",15,Other UOM,7/9/2021,"R89,370.00",19/08/2021,"R74,400",74400,89370
24457,Mpumalanga - Health,Other,DANA AGENCY,Food&beverages,800,15,Other UOM,7/9/2021,"R89,370.00",19/08/2021,"R12,000",12000,89370
24458,Mpumalanga - Health,Other,DANA AGENCY,Food&beverages,"11,520.00",6,Other UOM,7/9/2021,"R142,992.00",19/08/2021,"R69,120",69120,142992
24459,Mpumalanga - Health,Other,DANA AGENCY,Travel fee,"5,346.00",1,Other UOM,7/9/2021,"R160,866.00",19/08/2021,"R5,346",5346,160866
24461,Western Cape - Health,Other,RESPIRATORY CARE AFRICA,0,"15,640.00",2,0,7/9/2021,"R31,280.00",8/6/2021,"R31,280",31280,31280
24462,Western Cape - Health,Other,RESPIRATORY CARE AFRICA,0,"15,640.00",5,0,7/9/2021,"R78,200.00",8/6/2021,"R78,200",78200,78200
24463,Western Cape - Health,Other,SUNDRY PAYMENTS,CONS HOUS SUP:BROOM&BRSH,0,0,0,7/9/2021,R500.00,7/9/2021,R500,500,500
24464,Western Cape - Health,Other,SUNDRY PAYMENTS,CONS HOUS SUP:DIS PAPER/PLAST,0,0,0,7/9/2021,"R5,061.63",7/9/2021,"R5,062",5062,5061.63
24465,Western Cape - Health,Other,SUNDRY PAYMENTS,CONS HOUS SUP:LIN&SOFT FURNSH,0,0,0,7/9/2021,R596.00,7/9/2021,R596,596,596
24466,Western Cape - Health,Other,SUNDRY PAYMENTS,CONS MAT&SUP:ELECTRICAL SPARES,0,0,0,7/9/2021,"R4,411.00",7/9/2021,"R4,411",4411,4411
24467,Western Cape - Health,Other,SUNDRY PAYMENTS,CONS MAT&SUP:HARDWARE,0,0,0,7/9/2021,"R1,099.80",7/9/2021,"R1,100",1100,1099.8
24468,Western Cape - Health,Other,SUNDRY PAYMENTS,CONS SUPP:UNI/PROT CLTH&CLOTHES,0,0,0,7/9/2021,"R5,700.00",7/9/2021,"R5,700",5700,5700
24469,Western Cape - Health,Other,SUNDRY PAYMENTS,CONS:FUEL SUPPLIES,0,0,0,7/9/2021,"R6,720.00",7/9/2021,"R6,720",6720,6720
24470,Western Cape - Health,Other,SUNDRY PAYMENTS,OPERATING LEASE:OTHER MACH&EQUIP,0,0,0,7/9/2021,"R14,260.00",7/9/2021,"R14,260",14260,14260
24471,Western Cape - Health,Other,SUNDRY PAYMENTS,P/P:CONTRCTD MAINT PROP,0,0,0,7/9/2021,"R21,685.09",7/9/2021,"R21,685",21685,21685.09
24472,Western Cape - Health,Other,RESPIRATORY CARE AFRICA,"SPONGE,CLEANING , SPONGE-STICK, AIRVO 2, FISHER AND PAYKEL, PN FIS900PT602, PACK OF 20",952.51,1,0,7/9/2021,R952.51,8/6/2021,R953,953,952.51
24473,Health,PPE000 Other PPEs,MOTUKA FUELS,"MARQUEE TENT,TABLES AND CHAIRS HIRE MARQUEE TENT,TABLES AND CHAIRS HIRE A PERIOD OF 3 MONTHS",0,0,0,7/9/2021,"R294,000.00",15/07/2021,"R98,000",98000,294000
24474,Health,PPE000 Other PPEs,AFRICAN OXYGEN,PAYMENT FOR THE REFILL OF MEDICAL OXYGEN GAS,0,0,0,7/9/2021,"R1,512.01",8/4/2021,"R1,512",1512,1512.01
24475,Health,PPE000 Other PPEs,BO SEATLE CONSTRUCTION,REPAIR WESTVAAL WARD 9 ELECTRIC SUPPLY.,0,0,0,7/9/2021,"R212,500.00",8/3/2021,"R212,500",212500,212500
24476,Health,PPE000 Other PPEs,OBSIDIAN HEALTH,SUPPLY AND DELIVERY OF CG8+CARTRIDGES FOR BLOOD GAS MONITOR,0,0,0,7/9/2021,"R100,625.00",18/08/2021,"R100,625",100625,100625
24477,Health,PPE000 Other PPEs,SUPRA HEALTHCARE JOHANNESBURG,SUPPLY AND DELIVERY OF ORTHOPAEDIC VAC GRANUFOAM,0,0,0,7/9/2021,"R444,926.03",24/08/2021,"R444,926",444926,444926.03
24478,Western Cape - Health,PPE000 Other PPEs,RESPIRATORY CARE AFRICA,"CIRCUIT,VENTILATOR,MEDICAL , NEONATAL, EQ TO FISHER & PAYKEL CODE- RT-225 WITH AUTOFEED CHAMBER - MR290","11,363.15",1,0,7/9/2021,"R11,363.15",8/6/2021,"R11,363",11363,11363.15
24479,Western Cape - Health,PPE000 Other PPEs,RESPIRATORY CARE AFRICA,"CIRCUIT,VENTILATOR,MEDICAL WITH CHAMBER, HEATED BREATHING, ADULT, FISHER AND PAYKEL, REF FISRT380","1,175.42",20,0,7/9/2021,"R23,508.30",8/6/2021,"R23,508",23508,23508.3
24480,Western Cape - Health,PPE000 Other PPEs,RESPIRATORY CARE AFRICA,"CIRCUIT,VENTILATOR,MEDICAL WITH CHAMBER, HEATED BREATHING, ADULT, FISHER AND PAYKEL, REF FISRT380","11,754.15",3,0,7/9/2021,"R35,262.45",8/6/2021,"R35,262",35262,35262.45
24481,Western Cape - Health,PPE000 Other PPEs,SUNDRY PAYMENTS,INV MED:SURGICAL/MEDICAL SUPPLS,0,0,0,7/9/2021,R565.80,7/9/2021,R566,566,565.8
24482,Western Cape - Health,PPE000 Other PPEs,RESPIRATORY CARE AFRICA,"SENSOR,MEDICAL , FLOW, FOR VELA VENTILATOR","19,320.00",1,0,7/9/2021,"R19,320.00",8/6/2021,"R19,320",19320,19320
24483,Western Cape - Health,PPE000 Other PPEs,RESPIRATORY CARE AFRICA,"VALVE,CONTROL , RESPIRATION, FOR OXYLOG 2000 VENTILATOR","9,671.04",2,0,7/9/2021,"R19,342.08",8/6/2021,"R19,342",19342,19342.08
24485,Western Cape - Health,PPE002 Surgical masks for healt care workers,RESPIRATORY CARE AFRICA,0,516.35,10,0,7/9/2021,"R5,163.50",8/6/2021,"R5,164",5164,5163.5
24486,Mpumalanga - Health,PPE009 Protective coveralls,APROWAVE CC,0,67.85,11240,Each,7/9/2021,"R1,017,750.00",13/09/2021,"R762,634",762634,1017750
24487,Mpumalanga - Health,PPE009 Protective coveralls,APROWAVE CC,0,67.85,1240,Each,7/9/2021,"R1,017,750.00",13/09/2021,"R84,134",84134,1017750
24488,Mpumalanga - Health,PPE009 Protective coveralls,APROWAVE CC,0,64.8,2400,Each,7/9/2021,"R3,536,250.00",13/09/2021,"R155,526",155526,3536250
24489,Mpumalanga - Health,PPE009 Protective coveralls,APROWAVE CC,0,64.27,40820,Each,7/9/2021,"R3,536,250.00",13/09/2021,"R2,623,472",2623472,3536250
24490,Mpumalanga - Health,PPE009 Protective coveralls,APROWAVE CC,0,64.29,5040,Each,7/9/2021,"R3,536,250.00",13/09/2021,"R324,024",324024,3536250
24492,Western Cape - Education,PPE012 Multi purpose sanitisers and disinfectants,MASIQHAME TRADING 1057,0,180,1152,25 Litre,7/9/2021,R0.00,27/08/2021,"R207,360",207360,0
24493,Western Cape - Education,PPE012 Multi purpose sanitisers and disinfectants,MASIQHAME TRADING 1057,0,260,2815,25 Litre,7/9/2021,R0.00,8/6/2021,"R731,900",731900,0
24494,Western Cape - Education,PPE012 Multi purpose sanitisers and disinfectants,MASIQHAME TRADING 1057,0,180,3210,25 Litre,7/9/2021,R0.00,8/6/2021,"R577,800",577800,0
24495,Western Cape - Education,PPE012 Multi purpose sanitisers and disinfectants,MASIQHAME TRADING 1057,0,280,520,25 Litre,7/9/2021,R0.00,8/6/2021,"R145,600",145600,0
24496,Western Cape - Education,PPE012 Multi purpose sanitisers and disinfectants,MASIQHAME TRADING 1057,0,260,554,25 Litre,7/9/2021,R0.00,27/08/2021,"R144,040",144040,0
24497,Western Cape - Education,PPE012 Multi purpose sanitisers and disinfectants,MASIQHAME TRADING 1057,0,190,870,25 Litre,7/9/2021,R0.00,8/6/2021,"R165,300",165300,0
24498,Mpumalanga - Health,PPE015 Non-sterile examination gloves,SUPRA LATEX CC,0,174.28,2600,Box of 100,7/9/2021,"R4,879,910.00",7/9/2021,"R453,135",453135,4879910
24499,Mpumalanga - Health,PPE015 Non-sterile examination gloves,SUPRA LATEX CC,0,174.28,5600,Box of 100,7/9/2021,"R7,842,712.50",7/9/2021,"R975,982",975982,7842712.5
24500,Mpumalanga - Health,PPE015 Non-sterile examination gloves,SUPRA LATEX CC,0,174.28,6000,Box of 100,7/9/2021,"R609,887.50",13/09/2021,"R1,045,695",1045695,609887.5
24501,Mpumalanga - Health,PPE015 Non-sterile examination gloves,SUPRA LATEX CC,0,174.28,980,Box of 100,7/9/2021,"R4,879,910.00",14/09/2021,"R170,797",170797,4879910
24504,Western Cape - Education,PPE020 Hand sanitisers and disinfectants,MASIQHAME TRADING 1057,0,"1,000.00",1049,25 Litre,7/9/2021,R0.00,8/6/2021,"R1,049,000",1049000,0
24505,Western Cape - Education,PPE020 Hand sanitisers and disinfectants,MASIQHAME TRADING 1057,0,900,1204,25 Litre,7/9/2021,R0.00,27/08/2021,"R1,083,600",1083600,0
24506,Western Cape - Education,PPE020 Hand sanitisers and disinfectants,MASIQHAME TRADING 1057,0,410,2529,25 Litre,7/9/2021,R0.00,8/6/2021,"R1,036,890",1036890,0
24507,Western Cape - Education,PPE020 Hand sanitisers and disinfectants,MASIQHAME TRADING 1057,0,410,371,25 Litre,7/9/2021,R0.00,27/08/2021,"R152,110",152110,0
24508,Western Cape - Education,PPE020 Hand sanitisers and disinfectants,MASIQHAME TRADING 1057,0,900,4441,25 Litre,7/9/2021,R0.00,8/6/2021,"R3,996,900",3996900,0
24509,Western Cape - Education,PPE020 Hand sanitisers and disinfectants,MASIQHAME TRADING 1057,0,420,503,25 Litre,7/9/2021,R0.00,8/6/2021,"R211,260",211260,0
24512,Western Cape - Education,PPE021 Sanitising of buildings,CONNOR PEST CONTROL SERVICE,0,"3,589.50",1,Each,7/9/2021,R0.00,16/07/2021,"R3,590",3590,0
24513,Western Cape - Education,PPE021 Sanitising of buildings,ATLANTIC PEST AND HYGIENE SOLUTIONS,0,"4,698.35",1,Each,7/9/2021,R0.00,20/08/2021,"R4,698",4698,0
24514,Western Cape - Education,PPE021 Sanitising of buildings,DYNAMIC INTEGRATED SOLUTIONS,0,"9,649.13",1,Each,7/9/2021,R0.00,23/07/2021,"R9,649",9649,0
24515,Western Cape - Education,PPE021 Sanitising of buildings,SS SALUTIONS,0,7.78,534.2,per m2,7/9/2021,R0.00,16/07/2021,"R4,155",4155,0
24516,Western Cape - Health,PPE021 Sanitising of buildings,BIDVEST SERVICES,0,"16,146.20",1,0,7/9/2021,"R16,146.20",30/09/2021,"R16,146",16146,16146.2
24518,Western Cape - Health,Telecommunication,SUNDRY PAYMENTS,0,0,0,0,7/9/2021,"R1,545.00",7/9/2021,"R1,545",1545,1545
24521,Gauteng - Health,Body bags disposable beige large FPS,AMUKELANI PROJECTS,0,64.5,300,Each,7/9/2020,"R19,350.00",28/08/2020,"R19,350",19350,19350
24525,Gauteng - Health,Mask face 3ply loops with tie disposable,ROYAL TRADING ENTERPRISE,0,22.79,500000,Each,7/9/2020,"R11,395,000.00",20/07/2020,"R11,395,000",11395000,11395000
24526,Gauteng - Health,Mask face surgical with ties 3 ply,BULA MEDICAL SUPPLIES,0,552,600,Box of 100,7/9/2020,"R331,200.00",14/09/2020,"R331,200",331200,331200
24542,Eastern Cape - South African Social Security Agency,Other,Amawushe Trading & suppliers PTY LTD,"Sanitory bins, Bp, machines & Sanitory towels",0,0,0,7/9/2020,"R24,420.00",17/07/2020,"R24,420",24420,24420
24548,Mpumalanga - Health,Other,MEDHOLD MEDICAL,Analyser blood gas,"232,017.55",10,Other UOM,7/9/2020,"R2,320,175.50",16/09/2020,"R2,320,176",2320176,2320175.5
24549,Public Works,Other,Tshidime Trading,Supply and delivery of 2X10 Berth Mobile Showers,"274,400.00",2 x 10 Berth showers,Other UOM,7/9/2020,"R274,400.00",,R0,0,274400
24553,Western Cape - Health,Other,MEDHOLD MEDICAL,Asset,"35,672.09",4,EA,7/9/2020,"R142,688.36",28/10/2020,"R142,688",142688,142688.36
24554,Western Cape - Health,Other,MEDHOLD MEDICAL,Asset,"35,672.09",6,EA,7/9/2020,"R71,344.18",28/10/2020,"R71,344",71344,71344.18
24555,Western Cape - Health,Other,New Horizon Metals CC,Bowl stand single,706.1,4,EA,7/9/2020,"R2,824.40",16/10/2020,"R2,824",2824,2824.4
24556,Western Cape - Health,Other,TRIPLE PEAKS COMMODITIES,Hiring Service,"5,800.00",1,EA,7/9/2020,"R5,800.00",14/10/2020,"R5,800",5800,5800
24557,Western Cape - Health,Other,TRIPLE PEAKS COMMODITIES,Hiring Service,"5,100.00",2,EA,7/9/2020,"R10,200.00",14/10/2020,"R10,200",10200,10200
24558,Western Cape - Health,Other,TRIPLE PEAKS COMMODITIES,KITCHEN AND FOOD APPLIANCES,"5,100.00",1,0,7/9/2020,R0.00,4/9/2021,"R5,100",5100,0
24559,Western Cape - Health,Other,Sebenzisana Trading 23 CC,Perspex,"5,326.00",18,EA,7/9/2020,"R95,868.00",10/2/2020,"R95,868",95868,95868
24560,Western Cape - Health,Other,TRIPLE PEAKS COMMODITIES,Service,"5,100.00",1,0,7/9/2020,"R5,100.00",12/9/2020,"R5,100",5100,5100
24561,Western Cape - Health,Other,WASTE CONTROL,Service,"12,396.79",1,EA,7/9/2020,"R12,396.79",14/10/2020,"R12,397",12397,12396.79
24562,Western Cape - Health,Other,WASTE CONTROL,Service,"12,396.79",1,EA,7/9/2020,"R12,396.79",21/10/2020,"R12,397",12397,12396.79
24563,Western Cape - Health,Other,TRIPLE PEAKS COMMODITIES,Service,"5,100.00",3,0,7/9/2020,"R15,300.00",26/03/2021,"R15,300",15300,15300
24613,Eastern Cape - South African Social Security Agency,PPE020 Hand sanitisers and disinfectants,ALLENCO MEDICAL AND DENTAL SUPPLIES,0,0,82,5 Litre,7/9/2020,"R45,264.00",29/07/2020,"R45,264",45264,45264
24614,Eastern Cape - South African Social Security Agency,PPE020 Hand sanitisers and disinfectants,Ziphozihle Security,0,0,9,Other UOM,7/9/2020,R0.00,31/07/2020,R0,0,0
24640,Eastern Cape - South African Social Security Agency,PPE021 Sanitising of buildings,QuezyM Holdings,0,0,0,0,7/9/2020,"R27,370.00",22/07/2020,"R27,370",27370,27370
24656,Western Cape - Health,Human resources-services,PREMIUM CONSULTING,0,"5,216.40",1,0,7/8/2021,"R5,216.40",16/08/2021,"R5,216",5216,5216.4
24657,Western Cape - Health,Human resources-services,PREMIUM CONSULTING,0,"10,432.80",1,0,7/8/2021,"R10,432.80",17/09/2021,"R10,433",10433,10432.8
24658,Western Cape - Health,Human resources-services,PREMIUM CONSULTING,0,"21,780.54",1,0,7/8/2021,"R21,780.54",31/08/2021,"R21,781",21781,21780.54
24660,Mpumalanga - Health,Other,VAKASHA TRAVEL,ACCOMMODATION,"2,066.00",21,0,7/8/2021,"R53,718.00",13/09/2021,"R43,400",43400,53718
24661,Mpumalanga - Health,Other,VAKASHA TRAVEL,ACCOMMODATION,"1,240.00",3,0,7/8/2021,"R4,914.00",10/9/2021,"R3,720",3720,4914
24662,Mpumalanga - Health,Other,VAKASHA TRAVEL,T&S DOM:Food&Bever,333,21,0,7/8/2021,"R53,718.00",13/09/2021,"R7,000",7000,53718
24663,Mpumalanga - Health,Other,VAKASHA TRAVEL,T&S DOM:Food&Bever,200,3,0,7/8/2021,"R4,914.00",9/10/2021,R600,600,4914
24664,Mpumalanga - Health,Other,VAKASHA TRAVEL,T&S: Travel Agency Fee,594,1,0,7/8/2021,"R4,914.00",9/10/2021,R594,594,4914
24665,Mpumalanga - Health,Other,VAKASHA TRAVEL,T&S: Travel Agency Fee,"3,318.00",1,0,7/8/2021,"R53,718.00",13/09/2021,"R3,318",3318,53718
24668,Western Cape - Health,Other,SUNDRY PAYMENTS,CONS:SP&OS:STATIONERY,0,0,0,7/8/2021,"R1,279.15",7/8/2021,"R1,279",1279,1279.15
24669,Western Cape - Health,Other,BMS MEDICAL SUPPLIES,"PLASTER,ADHESIVE , MICROPOROUS, NON CONFORMING, AVERAGE 25MM X 10M",5.63,60,0,7/8/2021,R337.80,8/12/2021,R338,338,337.8
24670,Western Cape - Health,Other,TERMINIX,"SANITARY , EQUIPMENT SERVICE",202.4,1,0,7/8/2021,R202.40,19/08/2021,R202,202,202.4
24673,Health,PPE000 Other PPEs,RELIEF MEDICAL,"BANDAGE, CAST, PLASTER OF PARIS, LENO WEAVE BASE CLOTH, 200MM X 3.5M FOR VENTERSDORP CHC PHARMACY",0,0,0,7/8/2021,R308.65,14/07/2021,R309,309,308.65
24674,Health,PPE000 Other PPEs,MAMOKOMANE FUNERAL PARLOUR,JANUARY AND FEBRUARY 2021 FUNERAL PARLOUR SERVICE. COVID 19,0,0,0,7/8/2021,"R268,750.00",22/07/2021,"R268,750",268750,268750
24675,Health,PPE000 Other PPEs,MAMOKOMANE FUNERAL PARLOUR,JULY AND AUGUST 2020 FUNERAL PARLOUR SERVICE. COVID 19,0,0,0,7/8/2021,"R354,500.00",22/07/2021,"R354,500",354500,354500
24676,Health,PPE000 Other PPEs,MAMOKOMANE FUNERAL PARLOUR,NOVEMBER AND DECEMBER 2020 FUNERAL PARLOUR SERVICE. COVID 19,0,0,0,7/8/2021,"R393,550.00",22/07/2021,"R393,550",393550,393550
24677,Health,PPE000 Other PPEs,BINA THOLO TRADING AND PROJECTS,PAYMENT REQUIRED FOR ACCOMMODATION AND MEALS OF TWO USERS THAT TESTED POSITIVE AND NEEDED TO BE ISOLATED ON THE 11-21 JUNE 2021,0,0,0,7/8/2021,"R18,000.00",20/07/2021,"R18,000",18000,18000
24691,Western Cape - Health,PPE022 Sanitising of equipment,TERMINIX,0,404.8,1,0,7/8/2021,R404.80,23/09/2021,R405,405,404.8
24692,Western Cape - Health,Security,CITY SECURITY SERVICES,0,"40,801.50",1,0,7/8/2021,"R40,801.50",23/09/2021,"R40,802",40802,40801.5
24694,Gauteng - Health,Body bag disposable medium beige 1 8x1m,TARA TECHNOLOGIES,0,46.95,150,Each,7/8/2020,"R7,042.50",9/7/2020,R0,0,7042.5
24695,Gauteng - Health,Body bag disposable x-large beige 2 4x1m,TARA TECHNOLOGIES,0,53.68,450,Each,7/8/2020,"R24,156.00",,R0,0,24156
24699,Gauteng - Health,Gown surgical l/sleeves large maz blue,NOKOKHOKHO,0,305,1000,Each,7/8/2020,"R305,000.00",20/07/2020,"R305,000",305000,305000
24707,Western Cape - Health,Infrastructure,APE HOLDINGS,0,"3,900.00",1,0,7/8/2020,"R3,900.00",12/9/2020,"R3,900",3900,3900
24708,Gauteng - Health,Mask face anaesthetic inflatable size4,Intersurgical (RSA),0,11.27,150,Each,7/8/2020,"R1,690.50",18/09/2020,"R1,296",1296,1690.5
24709,Gauteng - Health,Mask face surgical standard type 1,MAC NET BUSINESS DEVELOPMENT,0,429,1000,Each,7/8/2020,"R429,000.00",,R0,0,429000
24728,Eastern Cape - South African Social Security Agency,Other,Sonzwaca (Pty)Ltd,"Contents of Observation Room For Nelson Mandela Metro: 7 Dust Bin with lid; 14 disposal Towels , 7 Blood pressure Machine, 28 Batterries for thermometer,14 Surgical mask.",0,7+14+7+28+14,Each,7/8/2020,"R82,040.00",8/5/2020,"R82,040",82040,82040
24729,Eastern Cape - South African Social Security Agency,Other,Kuboni Busines Solution,"Screen Dividers (100), Table Cloth (640), Safety Gloves (600), Sanitiser 500ml",0,0,0,7/8/2020,"R515,148.00",8/6/2020,"R515,148",515148,515148
24739,Mpumalanga - Health,Other,MINUS 40,Pharmacy refrigirator,"48,752.93",20,0,7/8/2020,"R975,058.60",21/09/2020,"R975,059",975059,975058.6
24740,Western Cape - Health,Other,New Horizon Metals CC,Bucket for Kickabout,442.23,6,EA,7/8/2020,"R2,653.38",16/10/2020,"R2,653",2653,2653.38
24741,Western Cape - Health,Other,New Horizon Metals CC,Dripstand,988.55,11,EA,7/8/2020,"R10,874.05",16/10/2020,"R10,874",10874,10874.05
